Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 0.50, 17.10, 6.13, 2.99, 269.85, -33.68
5.00, 0.50, 17.10, 6.08, 2.99, 269.85, -41.46
17.00, 0.50, 945.30, 5.09, 3.00, 269.85, -38.79
29.00, 0.50, 540.60, 5.51, 2.93, 269.55, -21.95
41.00, 0.50, 335.80, 5.75, 2.83, 262.80, -6.27
53.00, 0.50, 229.20, 5.92, 2.69, 252.90, -3.02
66.00, 0.50, 172.90, 5.95, 2.55, 241.05, -18.35
78.00, 0.50, 140.70, 6.03, 2.42, 228.60, -16.14
90.00, 0.50, 248.90, 5.87, 2.27, 219.15, 13.82
102.00, 0.50, 172.00, 5.96, 2.15, 206.10, 177.93
114.00, 0.50, 138.20, 6.05, 2.00, 191.10, 180.60
126.00, 0.50, 74.10, 6.14, 1.87, 178.95, 44.13
138.00, 0.50, 267.50, 6.12, 1.77, 170.70, 386.64
150.00, 0.50, 520.20, 6.16, 1.78, 169.65, 3979.91
162.00, 0.50, 705.60, 4.68, 1.78, 169.65, 10377.93
174.00, 0.50, 719.00, 4.80, 1.77, 169.65, 12312.08
186.00, 0.50, 713.10, 5.08, 1.80, 169.80, 11192.10
198.00, 0.50, 835.30, 6.17, 1.79, 169.80, 10937.86
210.00, 0.50, 711.70, 6.16, 1.79, 169.80, 10942.86
222.00, 0.50, 681.90, 6.12, 1.80, 169.80, 10789.78
234.00, 0.50, 694.20, 4.99, 1.78, 169.80, 10689.90
246.00, 0.50, 690.00, 4.76, 1.77, 169.80, 10756.91
258.00, 0.50, 695.70, 4.84, 1.77, 169.80, 10821.02
270.00, 0.50, 692.60, 5.11, 1.80, 169.80, 10721.60
282.00, 0.50, 683.90, 6.00, 1.80, 169.80, 10650.41
294.00, 0.50, 692.50, 6.15, 1.79, 169.80, 10713.47
306.00, 0.50, 714.10, 5.96, 1.79, 169.80, 10769.80
318.00, 0.50, 697.30, 4.74, 1.78, 169.80, 10688.50
330.00, 0.50, 687.60, 4.77, 1.78, 169.80, 10633.45
342.00, 0.50, 697.30, 4.92, 1.78, 169.80, 10673.52
354.00, 0.50, 708.80, 5.81, 1.79, 169.80, 10700.35
366.00, 0.50, 694.30, 6.17, 1.79, 169.80, 10644.95
378.00, 0.50, 702.50, 5.23, 1.78, 169.80, 10614.98
390.00, 0.50, 700.00, 4.73, 1.78, 169.80, 10649.25
402.00, 0.50, 705.90, 4.74, 1.78, 169.80, 10652.27
414.00, 0.50, 697.90, 4.94, 1.78, 169.80, 10611.15
427.00, 0.50, 717.70, 5.56, 1.80, 169.80, 10597.33
439.00, 0.50, 694.60, 6.12, 1.80, 169.80, 10596.28
451.00, 0.50, 698.30, 6.16, 1.79, 169.80, 10593.61
463.00, 0.50, 705.00, 6.09, 1.79, 169.80, 10582.23
475.00, 0.50, 692.70, 4.71, 1.77, 169.80, 10599.19
487.00, 0.50, 693.20, 4.80, 1.78, 169.80, 10596.98
499.00, 0.50, 691.80, 4.92, 1.79, 169.80, 10590.13
511.00, 0.50, 703.60, 5.58, 1.81, 169.80, 10574.56
523.00, 0.50, 703.30, 6.17, 1.80, 169.80, 10572.59
535.00, 0.50, 697.00, 5.82, 1.79, 169.80, 10570.73
547.00, 0.50, 690.50, 4.74, 1.78, 169.80, 10560.98
559.00, 0.50, 702.10, 4.85, 1.78, 169.80, 10560.40
571.00, 0.50, 707.20, 5.04, 1.79, 169.80, 10574.22
583.00, 0.50, 691.50, 5.87, 1.80, 169.80, 10554.94
