Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 0.33, 1313.30, 4.70, 0.85, 75.45, 20584.90
9.00, 0.33, 1313.30, 4.70, 0.87, 75.45, 20565.04
21.00, 0.33, 1313.60, 4.75, 0.86, 75.45, 20569.80
33.00, 0.33, 1312.50, 4.71, 0.87, 75.45, 20570.50
45.00, 0.33, 671.60, 4.74, 0.85, 75.45, 20560.40
57.00, 0.33, 675.80, 5.12, 0.85, 75.45, 20548.55
69.00, 0.33, 114.20, 6.11, 0.88, 75.45, 20524.62
81.00, 0.33, 550.30, 5.39, 0.91, 76.35, 19987.11
93.00, 0.33, 206.40, 6.10, 0.98, 78.45, 16110.69
105.00, 0.33, 125.40, 6.11, 1.05, 82.20, 8887.46
117.00, 0.33, 50.80, 6.08, 1.10, 87.60, 2410.69
129.00, 0.33, 15.20, 6.08, 1.13, 93.00, 156.79
141.00, 0.33, 4.80, 6.10, 1.14, 96.30, 59.35
153.00, 0.33, 32.70, 6.06, 1.15, 97.50, 18.23
165.00, 0.33, 25.10, 6.07, 1.15, 99.00, 47.50
177.00, 0.33, 18.50, 6.10, 1.15, 98.85, 42.04
189.00, 0.33, 18.80, 6.10, 1.16, 98.70, 43.79
201.00, 0.33, 18.30, 6.09, 1.15, 98.70, 33.80
213.00, 0.33, 17.80, 6.09, 1.15, 98.70, 41.00
225.00, 0.33, 18.80, 6.09, 1.15, 98.70, 34.38
237.00, 0.33, 18.40, 6.09, 1.15, 98.70, 24.97
249.00, 0.33, 18.30, 6.09, 1.16, 98.70, 33.45
261.00, 0.33, 18.70, 6.09, 1.16, 98.70, 32.87
273.00, 0.33, 18.70, 6.08, 1.15, 98.70, 26.02
286.00, 0.33, 18.60, 6.09, 1.15, 98.70, 42.16
298.00, 0.33, 18.20, 6.08, 1.15, 98.55, 36.24
310.00, 0.33, 18.80, 6.08, 1.16, 98.55, 33.91
322.00, 0.33, 18.30, 6.09, 1.16, 98.55, 22.42
334.00, 0.33, 18.80, 5.97, 1.15, 98.55, 33.91
346.00, 0.33, 19.10, 5.89, 1.15, 98.55, 27.41
358.00, 0.33, 16.40, 6.01, 1.15, 98.55, 20.33
370.00, 0.33, 15.10, 5.98, 1.16, 98.55, 18.93
382.00, 0.33, 18.30, 5.96, 1.15, 98.55, 19.05
394.00, 0.33, 17.90, 6.10, 1.16, 98.55, 23.93
406.00, 0.33, 18.20, 6.06, 1.16, 98.55, 34.38
418.00, 0.33, 18.10, 6.09, 1.15, 98.55, 29.50
430.00, 0.33, 18.70, 6.09, 1.15, 98.55, 33.57
442.00, 0.33, 18.70, 6.09, 1.15, 98.55, 42.04
454.00, 0.33, 18.40, 6.08, 1.14, 98.55, 45.06
466.00, 0.33, 18.40, 6.08, 1.15, 98.55, 42.86
478.00, 0.33, 21.40, 6.08, 1.15, 98.55, 30.89
490.00, 0.33, 18.50, 6.07, 1.15, 98.55, 24.62
502.00, 0.33, 18.40, 6.07, 1.16, 98.55, 39.95
514.00, 0.33, 18.50, 6.07, 1.16, 98.55, 37.05
526.00, 0.33, 18.50, 6.07, 1.16, 98.55, 46.92
538.00, 0.33, 18.60, 6.07, 1.15, 98.55, 43.79
550.00, 0.33, 19.10, 6.09, 1.15, 98.55, 31.59
562.00, 0.33, 20.20, 6.11, 1.15, 98.55, 36.24
574.00, 0.33, 18.30, 6.10, 1.15, 98.55, 39.37
586.00, 0.33, 20.50, 6.10, 1.15, 98.55, 35.08
