Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 0.00, 20.40, 6.09, 2.18, 190.50, -2208.13
10.00, 0.00, 406.20, 6.10, 2.18, 190.50, -2211.96
22.00, 0.00, 774.60, 5.35, 2.17, 190.50, -2203.60
34.00, 0.00, 471.70, 5.67, 2.07, 188.70, -2216.84
46.00, 0.00, 289.30, 5.81, 1.96, 180.45, -2201.86
58.00, 0.00, 395.70, 5.74, 1.86, 170.55, -1965.16
70.00, 0.00, 844.80, 5.32, 1.76, 166.50, 331.01
82.00, 0.00, 1354.80, 4.81, 1.75, 163.80, 8104.99
94.00, 0.00, 1346.00, 4.81, 1.76, 162.90, 16954.36
106.00, 0.00, 1346.10, 4.79, 1.75, 162.90, 20895.01
118.00, 0.00, 1344.70, 4.80, 1.75, 162.75, 21410.69
130.00, 0.00, 1344.60, 4.87, 1.74, 162.75, 20998.03
142.00, 0.00, 1344.50, 4.81, 1.75, 162.75, 20924.74
154.00, 0.00, 1343.10, 4.80, 1.74, 162.75, 21412.31
166.00, 0.00, 1341.50, 4.84, 1.74, 162.75, 21576.19
178.00, 0.00, 1341.40, 4.85, 1.75, 162.75, 21426.83
190.00, 0.00, 1340.50, 4.80, 1.74, 162.75, 21220.21
202.00, 0.00, 1339.40, 4.85, 1.74, 162.75, 20917.77
214.00, 0.00, 1339.00, 4.83, 1.74, 162.75, 20942.39
226.00, 0.00, 1338.20, 4.87, 1.75, 162.75, 21196.52
238.00, 0.00, 1336.90, 4.86, 1.75, 162.75, 21236.94
250.00, 0.00, 1336.40, 4.81, 1.74, 162.75, 21080.02
262.00, 0.00, 1336.50, 4.87, 1.75, 162.75, 20972.71
274.00, 0.00, 1334.50, 4.86, 1.75, 162.75, 20971.89
286.00, 0.00, 1334.10, 4.80, 1.75, 162.75, 21032.29
298.00, 0.00, 1333.30, 4.82, 1.74, 162.75, 21045.99
311.00, 0.00, 1332.50, 4.81, 1.75, 162.75, 20972.13
323.00, 0.00, 1331.90, 4.87, 1.74, 162.75, 20936.24
335.00, 0.00, 1331.90, 4.85, 1.75, 162.75, 20966.32
347.00, 0.00, 1330.60, 4.86, 1.76, 162.75, 20947.62
359.00, 0.00, 1329.30, 4.81, 1.74, 162.75, 20904.41
371.00, 0.00, 1329.50, 4.83, 1.74, 162.75, 20900.58
383.00, 0.00, 1328.40, 4.83, 1.76, 162.75, 20908.36
395.00, 0.00, 1327.20, 4.82, 1.75, 162.75, 20881.19
407.00, 0.00, 1326.80, 4.85, 1.74, 162.75, 20851.57
419.00, 0.00, 1326.50, 4.86, 1.75, 162.75, 20833.45
431.00, 0.00, 1324.90, 4.88, 1.74, 162.75, 20847.16
443.00, 0.00, 1325.10, 4.85, 1.74, 162.75, 20855.52
455.00, 0.00, 1324.20, 4.83, 1.75, 162.75, 20827.53
467.00, 0.00, 1323.30, 4.88, 1.75, 162.75, 20827.53
479.00, 0.00, 1323.00, 4.82, 1.75, 162.75, 20812.43
491.00, 0.00, 1322.70, 4.84, 1.74, 162.75, 20781.30
503.00, 0.00, 1321.70, 4.83, 1.74, 162.75, 20797.56
515.00, 0.00, 1320.40, 4.88, 1.76, 162.75, 20794.08
527.00, 0.00, 1320.80, 4.88, 1.75, 162.75, 20772.59
539.00, 0.00, 1319.90, 4.83, 1.74, 162.75, 20772.47
551.00, 0.00, 1318.70, 4.83, 1.75, 162.75, 20772.94
563.00, 0.00, 1318.80, 4.83, 1.75, 162.75, 20759.58
575.00, 0.00, 1318.40, 4.83, 1.75, 162.75, 20751.10
587.00, 0.00, 1317.00, 4.83, 1.75, 162.75, 20745.76
