Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 0.00, 1479.30, 4.69, 2.61, 218.40, 17986.88
11.00, 0.00, 1211.00, 4.93, 2.61, 218.40, 17992.92
23.00, 0.00, 361.00, 5.70, 2.54, 218.40, 17931.71
36.00, 0.00, 282.20, 5.87, 2.44, 215.85, 16177.47
48.00, 0.00, 181.90, 5.97, 2.32, 211.05, 9044.25
60.00, 0.00, 137.50, 5.94, 2.20, 201.60, 1344.13
72.00, 0.00, 113.10, 6.02, 2.06, 189.15, -1185.02
84.00, 0.00, 137.80, 6.02, 1.91, 176.25, -1247.74
96.00, 0.00, 441.50, 5.68, 1.80, 167.70, -343.67
108.00, 0.00, 1068.80, 5.14, 1.74, 163.80, 4588.62
120.00, 0.00, 1480.50, 4.71, 1.82, 161.85, 13931.13
132.00, 0.00, 1479.80, 4.69, 1.75, 161.55, 20944.37
144.00, 0.00, 1480.00, 4.75, 1.74, 161.70, 22611.38
156.00, 0.00, 1479.30, 4.70, 1.75, 161.70, 23057.38
168.00, 0.00, 1478.70, 4.69, 1.74, 161.70, 23515.91
180.00, 0.00, 1478.40, 4.69, 1.75, 161.70, 23392.92
192.00, 0.00, 1476.80, 4.70, 1.74, 161.70, 23330.43
204.00, 0.00, 1477.00, 4.68, 1.75, 161.70, 23129.15
216.00, 0.00, 1476.80, 4.72, 1.75, 161.70, 22657.14
228.00, 0.00, 1475.30, 4.75, 1.75, 161.70, 22692.34
240.00, 0.00, 1474.80, 4.68, 1.75, 161.70, 23072.01
252.00, 0.00, 1474.60, 4.68, 1.74, 161.70, 23115.10
264.00, 0.00, 1473.40, 4.68, 1.75, 161.70, 22913.36
276.00, 0.00, 1472.80, 4.69, 1.74, 161.70, 22735.43
288.00, 0.00, 1473.30, 4.73, 1.74, 161.70, 22734.96
300.00, 0.00, 1472.10, 4.73, 1.75, 161.70, 22811.62
312.00, 0.00, 1471.30, 4.68, 1.75, 161.85, 22855.87
324.00, 0.00, 1471.10, 4.74, 1.75, 161.85, 22811.27
336.00, 0.00, 1470.10, 4.75, 1.74, 161.85, 22725.09
348.00, 0.00, 1469.30, 4.69, 1.75, 161.85, 22736.47
360.00, 0.00, 1469.40, 4.73, 1.74, 161.85, 22767.48
372.00, 0.00, 1468.10, 4.71, 1.74, 161.85, 22718.12
384.00, 0.00, 1467.40, 4.69, 1.74, 161.85, 22660.63
396.00, 0.00, 1467.70, 4.69, 1.74, 161.85, 22682.46
408.00, 0.00, 1466.40, 4.70, 1.74, 161.85, 22705.58
420.00, 0.00, 1465.40, 4.70, 1.75, 161.85, 22684.21
432.00, 0.00, 1466.10, 4.75, 1.74, 161.85, 22637.75
444.00, 0.00, 1465.00, 4.73, 1.74, 161.85, 22653.54
456.00, 0.00, 1463.50, 4.69, 1.75, 161.85, 22648.08
469.00, 0.00, 1464.40, 4.71, 1.75, 161.85, 22608.83
481.00, 0.00, 1463.20, 4.70, 1.73, 161.85, 22607.67
493.00, 0.00, 1462.70, 4.69, 1.74, 161.85, 22614.63
505.00, 0.00, 1462.80, 4.73, 1.75, 161.85, 22601.74
517.00, 0.00, 1461.50, 4.70, 1.74, 161.85, 22567.13
529.00, 0.00, 1461.30, 4.75, 1.74, 161.85, 22574.22
541.00, 0.00, 1460.90, 4.76, 1.75, 161.85, 22581.19
553.00, 0.00, 1460.90, 4.71, 1.74, 161.85, 22558.42
565.00, 0.00, 1459.60, 4.76, 1.75, 161.85, 22545.53
577.00, 0.00, 1459.00, 4.72, 1.75, 161.85, 22558.42
589.00, 0.00, 1458.50, 4.70, 1.75, 161.85, 22546.11
