Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 0.70, 67.30, 6.14, 2.96, 263.55, 921.25
9.00, 0.70, 67.20, 5.81, 2.96, 263.55, 924.27
21.00, 0.70, 885.20, 4.70, 2.97, 263.55, 937.51
34.00, 0.70, 424.60, 6.09, 2.93, 263.55, 908.48
46.00, 0.70, 683.30, 5.41, 2.87, 261.00, 616.72
58.00, 0.70, 185.20, 5.77, 2.79, 255.15, 97.21
70.00, 0.70, 295.50, 5.81, 2.66, 246.45, 10.69
82.00, 0.70, 292.50, 5.87, 2.55, 235.35, 10.57
94.00, 0.70, 75.20, 6.23, 2.44, 224.40, 19.05
106.00, 0.70, 52.70, 6.02, 2.30, 212.70, 97.44
118.00, 0.70, 14.40, 6.12, 2.23, 202.20, 55.75
130.00, 0.70, 14.40, 6.16, 2.19, 194.70, 24.39
142.00, 0.70, 15.50, 6.12, 2.18, 191.25, -8.36
154.00, 0.70, 20.10, 6.13, 2.17, 189.75, -8.01
166.00, 0.70, 28.20, 6.11, 2.17, 189.15, -8.59
178.00, 0.70, 31.60, 6.13, 2.18, 189.00, 0.12
190.00, 0.70, 30.60, 6.12, 2.17, 188.85, 8.94
202.00, 0.70, 22.80, 6.12, 2.17, 188.55, 4.99
214.00, 0.70, 22.80, 6.14, 2.17, 188.55, 6.62
226.00, 0.70, 19.50, 6.15, 2.17, 188.40, 20.09
238.00, 0.70, 18.60, 6.15, 2.18, 188.40, 27.29
250.00, 0.70, 18.70, 6.14, 2.17, 188.40, 16.72
262.00, 0.70, 18.70, 6.13, 2.16, 188.25, 6.16
274.00, 0.70, 17.20, 6.13, 2.18, 188.25, -4.18
286.00, 0.70, 16.20, 6.14, 2.16, 188.25, -10.10
298.00, 0.70, 15.60, 6.14, 2.16, 188.25, -9.29
310.00, 0.70, 17.50, 6.11, 2.16, 188.25, 1.39
322.00, 0.70, 11.50, 6.14, 2.16, 188.25, -10.10
334.00, 0.70, 5.40, 6.15, 2.16, 188.25, 3.60
347.00, 0.70, 18.90, 6.15, 2.17, 188.25, -8.01
359.00, 0.70, 18.90, 6.15, 2.16, 188.25, -11.61
371.00, 0.70, 18.40, 6.14, 2.17, 188.25, -1.51
383.00, 0.70, 18.20, 6.14, 2.16, 188.25, -1.86
395.00, 0.70, 17.20, 6.13, 2.17, 188.25, -15.21
407.00, 0.70, 18.20, 6.05, 2.17, 188.25, -4.65
419.00, 0.70, 18.60, 6.16, 2.17, 188.25, 3.25
431.00, 0.70, 5.50, 6.14, 2.16, 188.25, 20.09
443.00, 0.70, 12.90, 6.12, 2.17, 188.25, 13.94
455.00, 0.70, 5.50, 6.14, 2.16, 188.25, 14.87
467.00, 0.70, 5.30, 6.14, 2.16, 188.25, 9.52
479.00, 0.70, 5.30, 6.15, 2.17, 188.25, 1.16
491.00, 0.70, 5.30, 6.12, 2.17, 188.25, -1.63
503.00, 0.70, 14.20, 6.16, 2.17, 188.25, 7.08
515.00, 0.70, 14.80, 6.13, 2.16, 188.25, 13.94
527.00, 0.70, 4.80, 6.14, 2.16, 188.25, 3.83
539.00, 0.70, 5.00, 6.17, 2.16, 188.10, 13.12
551.00, 0.70, 14.80, 6.13, 2.16, 188.10, 10.92
563.00, 0.70, 4.70, 6.16, 2.16, 188.10, 6.04
575.00, 0.70, 14.40, 6.06, 2.17, 188.10, 1.97
587.00, 0.70, 4.50, 6.15, 2.16, 188.10, 1.05
