Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 0.50, 23.70, 6.18, 2.71, 245.55, -26.83
4.00, 0.50, 23.80, 6.16, 2.70, 245.55, -24.27
15.00, 0.50, 1227.40, 4.66, 2.72, 245.55, -11.61
27.00, 0.50, 702.40, 5.29, 2.70, 245.55, -6.62
39.00, 0.50, 492.60, 5.57, 2.62, 243.60, -18.00
51.00, 0.50, 310.60, 5.83, 2.50, 235.65, -32.87
64.00, 0.50, 280.20, 5.88, 2.37, 225.30, 74.80
76.00, 0.50, 656.80, 5.43, 2.28, 219.15, 1089.43
88.00, 0.50, 1183.10, 4.80, 2.26, 215.25, 7242.16
100.00, 0.50, 1316.30, 4.65, 2.25, 213.60, 17399.19
112.00, 0.50, 1315.40, 4.62, 2.25, 213.60, 22919.28
124.00, 0.50, 1314.90, 4.65, 2.26, 213.45, 23794.19
136.00, 0.50, 1314.00, 4.63, 2.25, 213.45, 23274.10
148.00, 0.50, 1314.00, 4.66, 2.25, 213.60, 23694.54
160.00, 0.50, 1312.90, 4.66, 2.25, 213.60, 24402.67
172.00, 0.50, 1312.60, 4.65, 2.25, 213.60, 24417.31
184.00, 0.50, 1312.00, 4.67, 2.25, 213.60, 24230.08
196.00, 0.50, 1311.10, 4.63, 2.24, 213.60, 24253.78
208.00, 0.50, 1309.70, 4.63, 2.25, 213.45, 23789.20
220.00, 0.50, 1309.40, 4.64, 2.26, 213.45, 23304.18
232.00, 0.50, 1309.10, 4.66, 2.26, 213.60, 23506.51
244.00, 0.50, 1307.60, 4.62, 2.25, 213.60, 24012.66
256.00, 0.50, 1307.70, 4.66, 2.25, 213.60, 24204.07
268.00, 0.50, 1306.80, 4.64, 2.25, 213.60, 24000.58
280.00, 0.50, 1305.90, 4.67, 2.25, 213.60, 23663.53
292.00, 0.50, 1305.60, 4.66, 2.25, 213.60, 23454.59
304.00, 0.50, 1304.60, 4.67, 2.25, 213.60, 23599.54
316.00, 0.50, 1303.80, 4.66, 2.25, 213.60, 23856.56
328.00, 0.50, 1303.30, 4.68, 2.25, 213.60, 23903.83
340.00, 0.50, 1302.90, 4.64, 2.25, 213.60, 23749.48
352.00, 0.50, 1302.10, 4.66, 2.25, 213.60, 23576.77
364.00, 0.50, 1301.20, 4.64, 2.25, 213.60, 23536.47
376.00, 0.50, 1301.40, 4.64, 2.25, 213.60, 23650.64
388.00, 0.50, 1300.00, 4.67, 2.25, 213.60, 23742.74
400.00, 0.50, 1299.30, 4.67, 2.25, 213.60, 23709.76
412.00, 0.50, 1299.30, 4.66, 2.26, 213.60, 23606.51
424.00, 0.50, 1298.70, 4.64, 2.26, 213.60, 23549.48
436.00, 0.50, 1297.20, 4.66, 2.25, 213.60, 23573.05
449.00, 0.50, 1297.30, 4.66, 2.25, 213.60, 23634.38
461.00, 0.50, 1296.90, 4.66, 2.25, 213.60, 23654.36
473.00, 0.50, 1295.70, 4.66, 2.25, 213.60, 23605.81
485.00, 0.50, 1295.30, 4.66, 2.25, 213.60, 23517.42
497.00, 0.50, 1295.90, 4.66, 2.25, 213.60, 23521.49
509.00, 0.50, 1294.30, 4.65, 2.25, 213.60, 23588.04
521.00, 0.50, 1293.40, 4.66, 2.26, 213.60, 23594.54
533.00, 0.50, 1293.40, 4.66, 2.26, 213.60, 23548.67
545.00, 0.50, 1292.50, 4.66, 2.25, 213.60, 23534.73
557.00, 0.50, 1292.10, 4.66, 2.25, 213.60, 23528.57
569.00, 0.50, 1291.70, 4.70, 2.25, 213.60, 23519.28
581.00, 0.50, 1291.80, 4.70, 2.25, 213.60, 23519.16
