Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 0.33, 20.40, 5.97, 0.26, 0.75, 1.74
9.00, 0.33, 20.10, 5.99, 0.26, 0.75, -9.99
21.00, 0.33, 1017.80, 4.59, 0.25, 0.75, -3.14
33.00, 0.33, 537.40, 6.10, 0.28, 0.75, 8.25
45.00, 0.33, 588.30, 5.45, 0.36, 3.60, 5.11
57.00, 0.33, 215.90, 5.68, 0.45, 10.95, 1.51
69.00, 0.33, 272.20, 5.82, 0.54, 20.85, 14.52
81.00, 0.33, 193.10, 5.87, 0.65, 31.80, 21.72
93.00, 0.33, 163.80, 5.92, 0.76, 43.65, -2.67
105.00, 0.33, 59.20, 5.91, 0.87, 56.25, -14.52
117.00, 0.33, 62.20, 6.46, 0.99, 68.55, -18.93
129.00, 0.33, 45.40, 6.07, 1.05, 80.10, -2.44
141.00, 0.33, 23.60, 6.07, 1.10, 88.20, 18.35
153.00, 0.33, 34.90, 5.82, 1.12, 92.40, 14.98
165.00, 0.33, 55.70, 6.08, 1.11, 94.05, 23.23
177.00, 0.33, 24.80, 6.07, 1.13, 94.65, 16.84
189.00, 0.33, 17.90, 6.06, 1.13, 95.40, 6.16
201.00, 0.33, 19.10, 6.11, 1.13, 95.85, -3.37
213.00, 0.33, 22.10, 5.99, 1.13, 96.15, 0.93
225.00, 0.33, 21.50, 6.10, 1.13, 96.15, 8.59
237.00, 0.33, 17.90, 6.08, 1.13, 96.30, -3.14
249.00, 0.33, 18.30, 6.07, 1.13, 96.45, -5.81
261.00, 0.33, 19.20, 6.07, 1.14, 96.45, -1.39
274.00, 0.33, 21.00, 5.87, 1.14, 96.45, 5.34
286.00, 0.33, 19.20, 6.10, 1.14, 96.45, 3.83
298.00, 0.33, 18.70, 6.09, 1.14, 96.45, 5.23
310.00, 0.33, 19.30, 6.09, 1.14, 96.45, 2.21
322.00, 0.33, 19.10, 6.07, 1.13, 96.45, 3.95
334.00, 0.33, 18.70, 6.07, 1.14, 96.45, 6.85
346.00, 0.33, 19.20, 6.10, 1.14, 96.45, -0.35
358.00, 0.33, 19.10, 6.09, 1.13, 96.45, -4.53
370.00, 0.33, 18.70, 6.08, 1.14, 96.45, -2.32
382.00, 0.33, 21.70, 6.07, 1.14, 96.45, -11.50
394.00, 0.33, 19.40, 6.12, 1.13, 96.45, -13.01
406.00, 0.33, 19.40, 6.09, 1.13, 96.45, -4.76
418.00, 0.33, 19.00, 6.05, 1.14, 96.45, -9.52
430.00, 0.33, 18.90, 6.08, 1.13, 96.45, -6.39
442.00, 0.33, 19.20, 6.07, 1.13, 96.45, 0.46
454.00, 0.33, 19.20, 6.11, 1.13, 96.45, -0.23
466.00, 0.33, 19.10, 6.10, 1.14, 96.45, 2.67
478.00, 0.33, 19.10, 6.09, 1.13, 96.45, -0.81
490.00, 0.33, 22.50, 6.10, 1.14, 96.45, -0.23
502.00, 0.33, 22.30, 6.08, 1.13, 96.45, -4.18
514.00, 0.33, 22.20, 6.10, 1.14, 96.45, -1.39
526.00, 0.33, 21.90, 6.07, 1.14, 96.45, 4.41
538.00, 0.33, 22.10, 6.07, 1.14, 96.45, -3.83
551.00, 0.33, 22.50, 6.08, 1.13, 96.45, -22.42
563.00, 0.33, 19.20, 6.07, 1.13, 96.45, -10.45
575.00, 0.33, 19.10, 6.11, 1.14, 96.45, 6.62
587.00, 0.33, 21.80, 6.07, 1.13, 96.45, 19.40
