Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 180.00, 3.10, 4.57, 1.71, 65.10, -41.35
10.00, 180.00, 3.00, 4.57, 1.71, 65.10, -60.05
22.00, 180.00, 578.10, 3.99, 1.78, 65.10, -60.16
34.00, 180.00, 437.60, 4.11, 1.80, 65.10, -40.65
46.00, 180.00, 340.90, 4.22, 1.83, 66.60, -49.48
59.00, 180.00, 243.00, 4.31, 1.90, 69.90, -40.07
71.00, 180.00, 175.80, 4.35, 1.96, 74.10, -19.98
83.00, 180.00, 118.50, 4.36, 2.04, 79.20, -11.73
95.00, 180.00, 154.60, 4.34, 2.14, 84.90, -16.26
107.00, 180.00, 175.30, 4.38, 2.21, 90.60, -22.07
119.00, 180.00, 194.30, 4.35, 2.29, 96.60, -15.56
131.00, 180.00, 208.60, 4.36, 2.36, 102.00, 27.41
143.00, 180.00, 369.30, 4.20, 2.42, 104.70, 715.21
155.00, 180.00, 427.10, 4.04, 2.47, 105.90, 3562.49
167.00, 180.00, 504.20, 3.94, 2.46, 106.20, 7375.15
179.00, 180.00, 548.30, 3.98, 2.48, 106.50, 9819.28
191.00, 180.00, 666.90, 3.94, 2.51, 106.50, 10509.76
203.00, 180.00, 666.50, 3.95, 2.50, 106.50, 10569.57
215.00, 180.00, 666.90, 3.95, 2.50, 106.50, 10505.23
227.00, 180.00, 666.60, 3.96, 2.50, 106.50, 10481.30
239.00, 180.00, 545.10, 3.95, 2.45, 106.50, 10427.53
251.00, 180.00, 666.40, 3.97, 2.48, 106.50, 10412.54
263.00, 180.00, 666.90, 3.95, 2.52, 106.50, 10389.66
275.00, 180.00, 666.80, 3.95, 2.51, 106.50, 10396.63
287.00, 180.00, 666.20, 3.96, 2.50, 106.50, 10372.71
300.00, 180.00, 607.00, 3.96, 2.51, 106.50, 10365.04
312.00, 180.00, 663.50, 3.96, 2.45, 106.50, 10349.59
324.00, 180.00, 664.90, 3.98, 2.48, 106.50, 10328.22
336.00, 180.00, 665.50, 3.95, 2.49, 106.50, 10313.82
348.00, 180.00, 666.20, 3.96, 2.50, 106.50, 10312.08
360.00, 180.00, 493.40, 3.97, 2.51, 106.50, 10284.55
372.00, 180.00, 499.60, 3.97, 2.50, 106.50, 10283.97
384.00, 180.00, 628.10, 3.96, 2.46, 106.50, 10277.35
396.00, 180.00, 663.50, 3.97, 2.52, 106.50, 10276.66
408.00, 180.00, 663.70, 3.96, 2.51, 106.50, 10255.98
420.00, 180.00, 664.80, 3.96, 2.51, 106.50, 10251.45
432.00, 180.00, 664.60, 3.97, 2.50, 106.50, 10260.74
444.00, 180.00, 531.00, 3.97, 2.49, 106.50, 10261.21
456.00, 180.00, 497.90, 4.53, 2.44, 106.50, 10262.72
468.00, 180.00, 634.30, 3.98, 2.52, 106.50, 10258.89
480.00, 180.00, 663.90, 3.97, 2.50, 106.50, 10237.75
492.00, 180.00, 663.70, 3.97, 2.51, 106.50, 10236.59
504.00, 180.00, 663.20, 3.97, 2.51, 106.50, 10241.35
517.00, 180.00, 663.30, 3.98, 2.45, 106.50, 10227.18
529.00, 180.00, 522.70, 4.47, 2.44, 106.50, 10219.98
541.00, 180.00, 662.20, 3.98, 2.52, 106.50, 10200.93
553.00, 180.00, 662.20, 3.98, 2.48, 106.50, 10190.59
565.00, 180.00, 662.40, 3.97, 2.50, 106.50, 10184.67
577.00, 180.00, 662.00, 3.97, 2.50, 106.50, 10193.96
589.00, 180.00, 644.50, 3.97, 2.45, 106.50, 10165.27
