Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 180.00, 2.70, 4.56, 1.70, 92.70, -82.58
6.00, 180.00, 3.00, 4.55, 1.70, 92.70, -73.29
18.00, 180.00, 576.20, 3.86, 1.81, 92.70, -82.00
30.00, 180.00, 412.40, 4.04, 1.80, 92.70, -77.12
43.00, 180.00, 331.60, 4.14, 1.83, 94.80, -67.83
55.00, 180.00, 269.90, 4.21, 1.91, 98.10, -68.99
67.00, 180.00, 230.50, 4.26, 1.95, 102.30, -80.84
79.00, 180.00, 211.50, 4.27, 2.03, 107.40, -77.00
91.00, 180.00, 213.10, 4.26, 2.12, 112.80, -69.92
103.00, 180.00, 181.70, 4.34, 2.18, 118.20, -66.32
115.00, 180.00, 83.80, 4.28, 2.27, 123.90, -62.95
127.00, 180.00, 149.40, 4.35, 2.33, 129.30, -72.82
139.00, 180.00, 176.90, 4.55, 2.44, 135.00, -55.87
151.00, 180.00, 145.60, 4.36, 2.54, 140.40, -58.07
163.00, 180.00, 185.10, 4.30, 2.63, 146.40, -59.47
175.00, 180.00, 174.60, 4.33, 2.75, 152.10, -56.91
187.00, 180.00, 203.30, 4.27, 2.85, 157.80, -47.74
199.00, 180.00, 180.60, 4.31, 2.93, 163.20, -49.59
211.00, 180.00, 159.40, 4.24, 2.96, 168.00, 123.69
223.00, 180.00, 272.40, 4.55, 3.11, 169.20, 1175.84
235.00, 180.00, 595.80, 3.87, 3.11, 169.80, 3707.20
247.00, 180.00, 653.80, 3.78, 3.12, 169.80, 6206.16
259.00, 180.00, 654.10, 3.79, 3.12, 169.80, 7536.59
271.00, 180.00, 654.30, 3.78, 3.14, 169.80, 7776.31
283.00, 180.00, 654.30, 3.79, 3.15, 169.80, 7792.68
295.00, 180.00, 408.30, 3.78, 3.14, 169.80, 7718.00
307.00, 180.00, 452.80, 3.79, 3.10, 169.80, 7707.55
319.00, 180.00, 554.40, 3.79, 3.14, 169.80, 7698.72
331.00, 180.00, 635.40, 3.90, 3.16, 169.80, 7694.31
343.00, 180.00, 645.80, 3.79, 3.16, 169.80, 7651.45
355.00, 180.00, 653.80, 3.78, 3.16, 169.80, 7658.77
367.00, 180.00, 653.90, 3.79, 3.15, 169.80, 7661.09
379.00, 180.00, 653.90, 3.79, 3.15, 169.80, 7645.99
391.00, 180.00, 653.80, 3.79, 3.14, 169.80, 7617.42
403.00, 180.00, 653.90, 3.79, 3.13, 169.80, 7606.62
415.00, 180.00, 653.30, 3.80, 3.15, 169.80, 7615.22
428.00, 180.00, 652.30, 4.55, 3.06, 169.80, 7624.51
440.00, 180.00, 651.80, 3.84, 3.12, 169.80, 7618.82
452.00, 180.00, 653.30, 3.80, 3.11, 169.80, 7610.92
464.00, 180.00, 653.20, 3.81, 3.13, 169.80, 7607.43
476.00, 180.00, 652.40, 3.81, 3.13, 169.80, 7594.54
488.00, 180.00, 652.80, 3.80, 3.14, 169.80, 7574.91
500.00, 180.00, 652.60, 3.80, 3.14, 169.80, 7554.94
512.00, 180.00, 507.50, 3.80, 3.14, 169.80, 7550.17
524.00, 180.00, 471.50, 3.81, 3.15, 169.80, 7550.87
536.00, 180.00, 405.30, 4.06, 3.19, 169.80, 7537.05
548.00, 180.00, 651.90, 3.81, 3.17, 169.80, 7532.52
560.00, 180.00, 652.20, 3.80, 3.16, 169.80, 7531.24
572.00, 180.00, 651.50, 3.80, 3.15, 169.80, 7534.15
584.00, 180.00, 651.70, 3.81, 3.15, 169.80, 7552.85
