Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 0.00, 3.00, 4.57, 1.71, 91.20, 3.48
9.00, 0.00, 3.00, 4.56, 1.71, 91.20, 17.89
21.00, 0.00, 3.90, 4.56, 1.71, 91.20, 25.32
33.00, 0.00, 355.90, 4.08, 1.79, 91.20, 11.61
45.00, 0.00, 350.40, 4.17, 1.75, 90.30, 8.25
57.00, 0.00, 292.60, 4.26, 1.66, 87.90, -14.52
69.00, 0.00, 233.70, 4.31, 1.60, 84.00, -2.32
81.00, 0.00, 160.30, 4.37, 1.53, 79.20, -0.93
93.00, 0.00, 111.90, 4.34, 1.45, 74.10, 17.65
105.00, 0.00, 109.90, 4.32, 1.37, 68.40, 138.10
117.00, 0.00, 266.40, 4.32, 1.39, 65.40, 930.78
129.00, 0.00, 442.50, 4.11, 1.37, 64.50, 3795.01
141.00, 0.00, 648.70, 3.96, 1.40, 64.20, 7240.65
153.00, 0.00, 642.70, 3.97, 1.40, 63.90, 9705.81
165.00, 0.00, 539.70, 3.96, 1.40, 63.90, 10854.70
177.00, 0.00, 480.60, 4.46, 1.37, 63.90, 10995.47
189.00, 0.00, 621.10, 3.96, 1.40, 63.60, 10940.65
201.00, 0.00, 642.80, 3.97, 1.40, 63.60, 10871.89
213.00, 0.00, 642.90, 3.97, 1.40, 63.60, 10911.38
226.00, 0.00, 642.90, 3.97, 1.40, 63.60, 10774.68
238.00, 0.00, 518.60, 3.97, 1.40, 63.60, 10820.91
250.00, 0.00, 479.80, 4.04, 1.41, 63.60, 10751.92
262.00, 0.00, 642.40, 3.97, 1.40, 63.60, 10721.72
274.00, 0.00, 642.30, 3.98, 1.40, 63.60, 10735.08
286.00, 0.00, 642.50, 3.98, 1.40, 63.60, 10725.44
298.00, 0.00, 642.30, 3.98, 1.39, 63.60, 10694.43
310.00, 0.00, 520.70, 3.98, 1.37, 63.60, 10677.00
322.00, 0.00, 641.40, 3.98, 1.41, 63.60, 10698.14
334.00, 0.00, 641.50, 3.98, 1.39, 63.60, 10664.00
346.00, 0.00, 641.40, 3.98, 1.40, 63.60, 10669.92
358.00, 0.00, 641.40, 3.98, 1.40, 63.60, 10650.75
370.00, 0.00, 641.50, 3.99, 1.39, 63.60, 10656.56
382.00, 0.00, 640.80, 4.09, 1.41, 63.60, 10632.99
394.00, 0.00, 640.90, 3.99, 1.38, 63.60, 10630.08
406.00, 0.00, 640.70, 3.98, 1.40, 63.60, 10613.01
418.00, 0.00, 640.80, 3.98, 1.40, 63.60, 10612.66
430.00, 0.00, 640.80, 3.99, 1.40, 63.60, 10618.82
442.00, 0.00, 637.70, 3.99, 1.37, 63.60, 10606.74
454.00, 0.00, 640.20, 3.99, 1.40, 63.60, 10604.99
467.00, 0.00, 639.50, 3.99, 1.40, 63.60, 10604.65
479.00, 0.00, 639.70, 3.99, 1.40, 63.60, 10593.26
491.00, 0.00, 481.30, 3.99, 1.40, 63.60, 10580.72
503.00, 0.00, 567.10, 3.99, 1.36, 63.60, 10582.35
515.00, 0.00, 638.50, 4.08, 1.41, 63.60, 10568.87
527.00, 0.00, 639.10, 4.00, 1.39, 63.60, 10549.94
539.00, 0.00, 639.00, 3.99, 1.40, 63.60, 10543.79
551.00, 0.00, 605.80, 3.99, 1.40, 63.60, 10560.28
563.00, 0.00, 427.20, 4.00, 1.40, 63.60, 10546.92
575.00, 0.00, 599.00, 4.00, 1.38, 63.60, 10544.13
587.00, 0.00, 637.20, 4.01, 1.37, 63.60, 10548.32
