Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 0.00, 3.00, 4.55, 1.71, 101.40, -69.22
8.00, 0.00, 628.30, 3.84, 1.82, 101.40, -66.90
20.00, 0.00, 447.00, 4.03, 1.78, 101.40, -64.00
32.00, 0.00, 354.00, 4.15, 1.72, 100.20, -56.21
44.00, 0.00, 142.50, 4.24, 1.61, 97.20, -59.23
56.00, 0.00, 107.70, 4.44, 1.57, 93.30, -51.22
68.00, 0.00, 187.60, 4.35, 1.52, 88.80, -50.99
80.00, 0.00, 169.10, 4.32, 1.44, 83.70, -56.79
92.00, 0.00, 157.30, 4.32, 1.35, 78.30, -46.23
104.00, 0.00, 151.00, 4.39, 1.28, 72.00, -59.47
116.00, 0.00, 148.10, 4.36, 1.19, 65.70, -48.66
128.00, 0.00, 145.80, 4.44, 1.12, 58.80, -35.54
140.00, 0.00, 127.60, 4.33, 1.04, 52.80, -22.18
152.00, 0.00, 186.10, 4.29, 1.02, 47.40, 57.61
164.00, 0.00, 372.90, 4.10, 1.02, 46.50, 842.97
176.00, 0.00, 522.90, 3.97, 1.02, 46.20, 3069.92
188.00, 0.00, 633.40, 3.84, 1.02, 45.90, 5601.05
200.00, 0.00, 644.10, 3.93, 1.05, 45.90, 7314.87
212.00, 0.00, 645.40, 3.84, 1.03, 45.90, 7796.86
224.00, 0.00, 646.00, 3.83, 1.04, 45.90, 7791.75
236.00, 0.00, 645.80, 3.84, 1.03, 45.90, 7729.97
248.00, 0.00, 429.90, 3.84, 1.04, 45.90, 7761.67
260.00, 0.00, 612.50, 3.85, 1.03, 45.90, 7719.05
273.00, 0.00, 641.90, 3.92, 1.04, 45.90, 7720.09
285.00, 0.00, 645.10, 3.85, 1.03, 45.90, 7659.00
297.00, 0.00, 645.70, 3.85, 1.04, 45.90, 7672.82
309.00, 0.00, 645.80, 3.85, 1.04, 45.90, 7681.88
321.00, 0.00, 501.60, 3.85, 1.04, 45.90, 7687.57
333.00, 0.00, 481.80, 3.85, 1.04, 45.90, 7664.69
345.00, 0.00, 629.20, 3.89, 1.04, 45.90, 7661.79
357.00, 0.00, 644.50, 3.85, 1.04, 45.90, 7629.27
369.00, 0.00, 645.30, 3.85, 1.04, 45.90, 7624.04
381.00, 0.00, 645.10, 3.85, 1.04, 45.90, 7636.59
393.00, 0.00, 645.20, 3.85, 1.03, 45.90, 7621.25
405.00, 0.00, 490.10, 3.86, 1.03, 45.90, 7612.08
417.00, 0.00, 497.00, 3.89, 1.03, 45.90, 7599.54
429.00, 0.00, 644.60, 3.86, 1.04, 45.90, 7606.85
441.00, 0.00, 644.10, 3.86, 1.03, 45.90, 7599.19
453.00, 0.00, 644.50, 3.86, 1.03, 45.90, 7619.51
465.00, 0.00, 644.20, 3.86, 1.03, 45.90, 7595.59
477.00, 0.00, 565.70, 3.86, 1.03, 45.90, 7583.51
489.00, 0.00, 643.90, 3.89, 1.03, 45.90, 7558.65
501.00, 0.00, 644.20, 3.86, 1.05, 45.90, 7587.46
513.00, 0.00, 643.60, 3.86, 1.04, 45.90, 7614.05
525.00, 0.00, 643.80, 3.86, 1.04, 45.90, 7589.90
537.00, 0.00, 643.00, 3.86, 1.04, 45.90, 7555.52
549.00, 0.00, 639.00, 3.87, 1.02, 45.90, 7568.53
561.00, 0.00, 642.20, 3.88, 1.02, 45.90, 7566.32
573.00, 0.00, 642.40, 3.86, 1.04, 45.90, 7557.26
585.00, 0.00, 642.60, 3.87, 1.04, 45.90, 7547.50
