Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 90.00, 563.90, 3.85, 2.51, 142.80, 8418.00
9.00, 90.00, 708.90, 3.86, 2.49, 142.80, 8441.00
21.00, 90.00, 590.70, 3.98, 2.48, 142.80, 8428.69
33.00, 90.00, 345.60, 4.21, 2.42, 142.80, 8406.50
45.00, 90.00, 196.90, 4.35, 2.32, 142.50, 8116.26
57.00, 90.00, 181.50, 4.36, 2.26, 141.30, 6062.95
69.00, 90.00, 167.90, 4.34, 2.23, 138.00, 2368.29
81.00, 90.00, 158.80, 4.36, 2.12, 132.90, 251.92
93.00, 90.00, 173.40, 4.36, 2.05, 127.20, -5.69
105.00, 90.00, 180.40, 4.37, 1.94, 121.80, -4.30
117.00, 90.00, 144.80, 4.40, 1.83, 116.10, 12.78
129.00, 90.00, 3.00, 4.61, 1.77, 109.80, 54.70
141.00, 90.00, 1.90, 4.60, 1.71, 105.30, 26.36
153.00, 90.00, 3.10, 4.60, 1.71, 102.60, 19.98
165.00, 90.00, 3.00, 4.60, 1.69, 101.40, 6.85
177.00, 90.00, 3.00, 4.61, 1.70, 100.80, 5.34
189.00, 90.00, 511.80, 4.02, 1.78, 100.80, -3.60
201.00, 90.00, 787.90, 3.70, 1.89, 101.10, -3.14
213.00, 90.00, 597.00, 3.98, 1.87, 103.80, 12.66
225.00, 90.00, 3.10, 4.61, 1.71, 104.10, 21.49
237.00, 90.00, 2.70, 4.61, 1.69, 102.00, 13.82
249.00, 90.00, 2.40, 4.48, 1.74, 100.80, 19.98
261.00, 90.00, 43.20, 3.95, 1.73, 100.50, 17.07
273.00, 90.00, 3.20, 4.60, 1.70, 100.20, -4.88
285.00, 90.00, 3.00, 4.60, 1.70, 100.50, -15.56
297.00, 90.00, 3.10, 4.60, 1.70, 100.50, -19.05
309.00, 90.00, 2.70, 4.60, 1.70, 100.50, -2.79
321.00, 90.00, 2.80, 4.60, 1.70, 100.50, 13.59
333.00, 90.00, 2.70, 4.60, 1.70, 100.50, 4.88
345.00, 90.00, 2.90, 4.59, 1.70, 100.50, 8.83
357.00, 90.00, 3.00, 4.60, 1.70, 100.50, 17.54
369.00, 90.00, 3.20, 4.60, 1.70, 100.50, 9.41
381.00, 90.00, 3.10, 4.58, 1.70, 100.50, 5.69
393.00, 90.00, 2.80, 4.59, 1.70, 100.50, -6.50
405.00, 90.00, 3.00, 4.59, 1.70, 100.50, -10.10
417.00, 90.00, 3.30, 4.59, 1.70, 100.50, -11.03
429.00, 90.00, 2.90, 4.59, 1.71, 100.50, -4.65
441.00, 90.00, 2.80, 4.59, 1.70, 100.50, -1.28
453.00, 90.00, 2.80, 4.57, 1.70, 100.50, 1.51
465.00, 90.00, 3.00, 4.59, 1.70, 100.50, -14.52
477.00, 90.00, 3.10, 4.58, 1.70, 100.50, -6.50
489.00, 90.00, 3.00, 4.58, 1.70, 100.50, -3.60
501.00, 90.00, 2.90, 4.58, 1.70, 100.50, -11.85
513.00, 90.00, 2.90, 4.58, 1.70, 100.50, -5.57
525.00, 90.00, 3.00, 4.58, 1.71, 100.50, 3.48
537.00, 90.00, 2.90, 4.58, 1.69, 100.50, -4.41
549.00, 90.00, 3.00, 4.58, 1.70, 100.50, 3.25
562.00, 90.00, 3.10, 4.58, 1.70, 100.50, 2.32
574.00, 90.00, 3.40, 4.58, 1.70, 100.50, -11.03
586.00, 90.00, 2.80, 4.58, 1.71, 100.50, 6.39
