Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 0.50, 15.90, 6.13, 2.70, 244.05, -13.36
5.00, 0.50, 17.20, 6.13, 2.70, 244.05, -12.89
17.00, 0.50, 1303.60, 4.43, 2.72, 244.05, -1.39
29.00, 0.50, 666.40, 5.25, 2.68, 244.05, -3.83
41.00, 0.50, 481.40, 5.57, 2.60, 241.05, -6.74
53.00, 0.50, 315.00, 5.78, 2.49, 232.80, 3.83
66.00, 0.50, 227.40, 5.85, 2.36, 222.45, -3.72
78.00, 0.50, 189.00, 5.90, 2.24, 210.90, -13.47
90.00, 0.50, 164.00, 6.01, 2.10, 198.60, -9.41
102.00, 0.50, 151.80, 5.90, 1.97, 186.45, -3.48
114.00, 0.50, 41.50, 6.37, 1.84, 174.15, -3.95
126.00, 0.50, 22.30, 6.15, 1.71, 162.30, -9.52
138.00, 0.50, 18.80, 6.13, 1.66, 153.00, -14.75
150.00, 0.50, 13.90, 6.17, 1.64, 148.05, -13.36
162.00, 0.50, 9.70, 6.15, 1.62, 145.80, -14.17
174.00, 0.50, 16.60, 6.13, 1.63, 145.05, -3.02
186.00, 0.50, 22.90, 6.15, 1.62, 144.90, -9.87
198.00, 0.50, 22.90, 5.89, 1.62, 144.90, -8.59
210.00, 0.50, 23.10, 6.18, 1.61, 144.90, -9.06
222.00, 0.50, 21.70, 6.13, 1.62, 144.90, 1.97
234.00, 0.50, 22.40, 5.89, 1.62, 144.90, 12.43
246.00, 0.50, 21.00, 6.16, 1.63, 144.90, 4.99
258.00, 0.50, 22.60, 6.14, 1.63, 144.90, 1.63
270.00, 0.50, 23.20, 6.13, 1.62, 144.90, 1.05
282.00, 0.50, 23.00, 6.15, 1.63, 144.90, 1.86
294.00, 0.50, 23.20, 6.13, 1.62, 144.90, -9.76
306.00, 0.50, 23.00, 5.93, 1.62, 144.90, -18.47
318.00, 0.50, 23.00, 6.13, 1.63, 144.90, -9.87
330.00, 0.50, 23.00, 6.15, 1.62, 144.90, 3.14
343.00, 0.50, 24.30, 6.14, 1.62, 144.90, -5.23
355.00, 0.50, 22.20, 6.18, 1.63, 144.90, -9.64
367.00, 0.50, 21.20, 6.14, 1.63, 144.90, -5.46
379.00, 0.50, 21.40, 6.13, 1.62, 144.90, -15.56
391.00, 0.50, 22.90, 6.15, 1.62, 144.90, -1.16
403.00, 0.50, 21.60, 6.13, 1.62, 144.90, 4.53
415.00, 0.50, 22.40, 6.05, 1.62, 144.90, -11.15
427.00, 0.50, 22.30, 6.15, 1.63, 144.90, -23.11
439.00, 0.50, 22.20, 6.02, 1.60, 144.90, -8.83
451.00, 0.50, 22.40, 6.16, 1.63, 144.90, 1.39
463.00, 0.50, 19.60, 6.16, 1.63, 144.90, -8.59
475.00, 0.50, 25.70, 6.12, 1.63, 144.90, -9.76
487.00, 0.50, 23.00, 6.15, 1.62, 144.90, -5.46
499.00, 0.50, 23.30, 6.02, 1.62, 144.90, -6.27
511.00, 0.50, 25.10, 6.15, 1.63, 144.90, 6.04
523.00, 0.50, 21.40, 5.91, 1.62, 144.90, -5.57
535.00, 0.50, 22.40, 6.16, 1.64, 144.90, -27.29
547.00, 0.50, 24.30, 5.89, 1.62, 144.90, -25.09
559.00, 0.50, 22.90, 6.12, 1.63, 144.90, -14.05
571.00, 0.50, 25.40, 6.04, 1.62, 144.90, -4.53
583.00, 0.50, 25.20, 6.12, 1.62, 144.90, 3.83
