Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 1.00, 15.40, 6.12, 1.62, 144.60, 20.09
4.00, 1.00, 16.10, 6.14, 1.62, 144.60, -5.81
16.00, 1.00, 856.40, 5.10, 1.64, 144.60, -14.98
28.00, 1.00, 493.80, 5.56, 1.71, 145.95, 10.10
40.00, 1.00, 307.80, 5.72, 1.83, 153.75, 11.96
52.00, 1.00, 215.90, 5.86, 1.95, 164.25, 0.46
64.00, 1.00, 155.10, 5.93, 2.08, 175.35, 1.28
76.00, 1.00, 128.60, 5.98, 2.22, 187.35, -0.70
88.00, 1.00, 128.60, 5.97, 2.35, 199.80, 10.80
101.00, 1.00, 111.10, 6.00, 2.50, 213.30, 12.43
113.00, 1.00, 107.10, 5.96, 2.65, 226.95, -6.62
125.00, 1.00, 5.20, 6.10, 2.78, 240.45, -19.28
137.00, 1.00, 0.40, 6.15, 2.90, 253.20, -14.17
149.00, 1.00, 55.30, 6.11, 2.96, 262.80, -13.47
161.00, 1.00, 42.00, 6.10, 2.97, 267.75, -7.43
173.00, 1.00, 12.40, 6.07, 2.99, 269.40, -6.16
185.00, 1.00, 5.20, 6.12, 2.98, 269.70, 1.97
197.00, 1.00, 8.40, 6.14, 2.98, 269.70, -7.08
209.00, 1.00, 15.80, 6.13, 2.98, 269.70, -5.11
221.00, 1.00, 13.80, 6.14, 2.99, 269.70, -3.25
233.00, 1.00, 14.40, 6.13, 2.98, 269.70, -4.30
245.00, 1.00, 15.90, 6.00, 2.99, 269.70, -11.50
257.00, 1.00, 10.90, 6.12, 2.98, 269.70, -2.44
269.00, 1.00, 5.40, 6.12, 2.99, 269.70, 1.51
281.00, 1.00, 5.30, 6.14, 2.99, 269.70, -7.08
293.00, 1.00, 5.40, 6.14, 2.98, 269.70, -12.89
305.00, 1.00, 8.50, 6.14, 2.99, 269.70, -1.97
317.00, 1.00, 5.00, 6.12, 2.98, 269.70, -6.16
329.00, 1.00, 15.80, 6.14, 2.98, 269.70, -29.15
341.00, 1.00, 5.30, 6.12, 2.98, 269.70, -20.44
353.00, 1.00, 12.90, 6.12, 2.99, 269.70, -9.99
365.00, 1.00, 5.30, 6.14, 2.99, 269.70, 2.21
377.00, 1.00, 4.80, 6.12, 2.99, 269.70, -6.27
389.00, 1.00, 4.90, 6.11, 2.98, 269.70, -0.81
401.00, 1.00, 5.60, 6.11, 2.98, 269.70, 14.87
414.00, 1.00, 5.00, 6.16, 2.99, 269.70, -0.70
426.00, 1.00, 5.40, 6.13, 2.99, 269.70, -7.67
438.00, 1.00, 12.60, 6.12, 2.98, 269.70, -14.87
450.00, 1.00, 16.80, 6.14, 2.98, 269.70, -1.28
462.00, 1.00, 14.80, 6.16, 2.99, 269.70, -3.60
474.00, 1.00, 15.40, 6.13, 2.98, 269.70, -14.63
486.00, 1.00, 16.30, 6.12, 2.99, 269.70, -13.12
498.00, 1.00, 15.70, 6.14, 2.98, 269.70, -19.28
510.00, 1.00, 16.60, 6.12, 2.98, 269.70, -14.05
522.00, 1.00, 14.40, 6.12, 2.98, 269.70, -19.98
534.00, 1.00, 15.90, 5.98, 2.99, 269.70, -19.51
546.00, 1.00, 12.30, 6.11, 2.98, 269.70, -11.27
558.00, 1.00, 5.30, 6.14, 2.99, 269.70, 2.21
570.00, 1.00, 4.70, 6.14, 2.98, 269.70, 0.00
582.00, 1.00, 5.00, 6.11, 2.98, 269.70, -8.13
