Timestamp, Desired Position, Servo Current, Servo Voltage, Servo Potentiometer, Encoder, Force
2.00, 0.66, 300.50, 5.58, 2.90, 263.10, 260.05
4.00, 0.66, 310.30, 5.15, 2.90, 263.10, 262.49
16.00, 0.66, 313.60, 5.34, 2.91, 263.10, 259.70
28.00, 0.66, 470.40, 5.82, 2.92, 263.10, 258.54
40.00, 0.66, 844.70, 5.29, 2.86, 262.80, 277.70
52.00, 0.66, 397.30, 5.95, 2.79, 258.30, 339.37
64.00, 0.66, 375.80, 5.77, 2.68, 253.35, 226.02
76.00, 0.66, 137.60, 5.96, 2.56, 243.30, 43.21
88.00, 0.66, 202.00, 5.91, 2.43, 231.90, 9.76
100.00, 0.66, 141.40, 6.10, 2.31, 219.90, 62.72
112.00, 0.66, 457.50, 6.12, 2.26, 215.25, 933.22
124.00, 0.66, 780.30, 5.87, 2.24, 213.45, 6048.90
136.00, 0.66, 849.10, 4.81, 2.25, 213.75, 12156.45
148.00, 0.66, 850.90, 4.80, 2.24, 213.75, 13357.84
160.00, 0.66, 846.10, 4.79, 2.23, 213.75, 12632.29
172.00, 0.66, 853.20, 4.83, 2.23, 213.75, 12418.70
184.00, 0.66, 850.50, 4.81, 2.23, 213.75, 12483.39
196.00, 0.66, 858.90, 4.80, 2.24, 213.75, 12401.16
208.00, 0.66, 838.50, 4.82, 2.23, 213.75, 12323.46
220.00, 0.66, 845.80, 4.79, 2.22, 213.75, 12348.55
232.00, 0.66, 846.50, 4.78, 2.23, 213.75, 12327.18
244.00, 0.66, 842.20, 4.82, 2.23, 213.75, 12253.31
256.00, 0.66, 853.80, 4.84, 2.24, 213.75, 12276.54
269.00, 0.66, 844.70, 4.87, 2.26, 213.75, 12236.35
281.00, 0.66, 847.30, 4.93, 2.26, 213.75, 12211.15
293.00, 0.66, 849.60, 5.20, 2.26, 213.75, 12199.19
305.00, 0.66, 849.60, 5.60, 2.25, 213.75, 12188.27
317.00, 0.66, 849.90, 6.11, 2.26, 213.75, 12187.92
329.00, 0.66, 851.30, 6.12, 2.26, 213.75, 12160.51
341.00, 0.66, 844.90, 6.13, 2.26, 213.75, 12151.57
353.00, 0.66, 849.20, 6.17, 2.26, 213.75, 12145.53
365.00, 0.66, 840.90, 6.10, 2.25, 213.75, 12135.77
377.00, 0.66, 843.00, 5.87, 2.25, 213.75, 12136.00
389.00, 0.66, 851.30, 5.97, 2.26, 213.75, 12108.48
401.00, 0.66, 849.50, 5.49, 2.26, 213.75, 12110.11
413.00, 0.66, 846.60, 5.27, 2.25, 213.75, 12083.74
425.00, 0.66, 839.50, 4.79, 2.24, 213.75, 12082.35
437.00, 0.66, 849.30, 4.78, 2.25, 213.75, 12082.58
449.00, 0.66, 849.70, 4.78, 2.25, 213.75, 12087.69
461.00, 0.66, 845.80, 4.82, 2.26, 213.75, 12075.03
473.00, 0.66, 842.20, 4.79, 2.24, 213.75, 12054.24
485.00, 0.66, 849.60, 4.79, 2.23, 213.75, 12044.02
497.00, 0.66, 845.70, 4.84, 2.24, 213.75, 12050.41
509.00, 0.66, 838.30, 4.83, 2.23, 213.75, 12048.20
521.00, 0.66, 845.10, 4.85, 2.24, 213.75, 12047.74
533.00, 0.66, 846.10, 4.86, 2.24, 213.75, 12024.74
545.00, 0.66, 845.50, 4.90, 2.26, 213.75, 12010.57
557.00, 0.66, 848.00, 4.90, 2.23, 213.75, 12009.99
569.00, 0.66, 848.10, 5.10, 2.26, 213.75, 12011.73
581.00, 0.66, 845.10, 5.34, 2.25, 213.75, 12019.05
